field,laureate_id,laureate_name,prize_year,title,pub_year,paper_id,additional_info,doi,uid,nonenglish,no_record
Physics,10113,"neel, l",1970,proprietes magnetiques des ferrites ferrimagnetisme et antiferromagnetisme,1948,2608873142,,10.1051/anphys/194812030137,,1,0
Chemistry,20143,"curie, i",1935,. Production artificielle d'lments radioactifs - II. Preuve chimique de la transmutation des lments,1934,2090325778,,10.1051/jphysrad:0193400504015300,,1,0
Medicine,30168,"domagk, g",1939,ein beitrag zur chemotherapie der bakteriellen infektionen,1935,1964719327,,10.1055/s-0028-1129486,,1,0
Medicine,30168,"domagk, g",1939,eine neue klasse von desinfektionsmitteln--A new class of disinfectant,1935,2039414773,,10.1055/s-0028-1129654,WOS:000202262700217,0,0
Physics,10008,"nakamura, shuji",2014,candela class high brightness ingan algan double heterostructure blue light emitting diodes,1994,2054227182,,10.1063/1.111832,WOS:A1994ND58300031,0,0
Chemistry,20070,"polanyi, j",1986,location of energy barriers i effect on the dynamics of reactions a bc,1969,1966701000,,10.1063/1.1672194,WOS:A1969E178700025,0,0
Chemistry,20071,herschba.dr,1986,combination rules for van der waals force constants,1970,2093135107,,10.1063/1.1674404,WOS:A1970H413800037,0,0
Chemistry,20072,"lee, y",1986,intermolecular potentials from crossed beam differential elastic scattering measurements iv ar ar,1972,2010311338,,10.1063/1.1677399,WOS:A1972L580300017,0,0
Chemistry,20072,"lee, y",1986,crossed molecular beam study of f c2h4 c2d4,1972,1521493173,,10.1063/1.1677917,WOS:A1972M345200065,0,0
Chemistry,20025,"ertl, g",2007,adsorption of hydrogen on nickel single crystal surfaces,1974,2048353665,,10.1063/1.1680935,WOS:A1974T286300060,0,0
Physics,10064,"degennes, pg",1991,coil stretch transition of dilute flexible polymers under ultrahigh velocity gradients,1974,2148849027,,10.1063/1.1681018,WOS:A1974T585800058,0,0
Chemistry,20071,herschba.dr,1986,molecular beam reactive scattering apparatus with electron bombardment detector,1969,2038263790,,10.1063/1.1683809,WOS:A1969E556900007,0,0
Chemistry,20078,"fukui, k",1981,a molecular orbital theory of reactivity in aromatic hydrocarbons,1952,2077796804,,10.1063/1.1700523,WOS:A1952UC09800036,0,0
Medicine,30087,"cormack, am",1979,representation of a function by its line integrals with some radiological applications,1963,2004804713,,10.1063/1.1713127,WOS:A19643794B00046,0,0
Chemistry,20060,"ernst, r",1991,application of fourier transform spectroscopy to magnetic resonance,1966,2070302549,,10.1063/1.1719961,WOS:A19667229300021,0,0
Chemistry,20087,"lipscomb, w",1976,theory of polyhedral molecules iii population analyses and reactivities for the carboranes,1962,2080629537,,10.1063/1.1732484,WOS:A19624127B00028,0,0
Chemistry,20087,"lipscomb, w",1976,theory of polyhedral molecules i physical factorizations of the secular equation,1962,1982596993,,10.1063/1.1732849,WOS:A19624134B00024,0,0
Chemistry,20087,"lipscomb, w",1976,boron hydrides lcao mo and resonance studies,1962,2028808912,,10.1063/1.1733113,WOS:A19624139B00018,0,0
Chemistry,20079,"hoffmann, r",1981,an extended huckel theory i hydrocarbons,1963,1981458170,,10.1063/1.1734456,WOS:A19634168B00014,0,0
Physics,10107,"giaever, i",1973,tunneling through thin insulating layers,1961,2001716999,,10.1063/1.1735973,WOS:A19613758B00009,0,0
Chemistry,20104,"mulliken, r",1966,electronic population analysis on lcao mo molecular wave functions i,1955,1650728208,,10.1063/1.1740588,WOS:A1955WW65500016,0,0
Chemistry,20059,"marcus, r",1992,on the theory of oxidation reduction reactions involving electron transfer i,1956,2001270915,,10.1063/1.1742723,WOS:A1956WA67400007,0,0
Chemistry,20060,"ernst, r",1991,two dimensional spectroscopy application to nuclear magnetic resonance,1976,2010528272,,10.1063/1.432450,WOS:A1976BG78500052,0,0
Chemistry,20025,"ertl, g",2007,a molecular beam investigation of the catalytic oxidation of co on pd 111,1978,2008893762,,10.1063/1.436666,WOS:A1978FN93500047,0,0
Chemistry,20060,"ernst, r",1991,investigation of exchange processes by two dimensional nmr spectroscopy,1979,2074770586,,10.1063/1.438208,WOS:A1979HW09500041,0,0
Chemistry,20044,"zewail, a",1999,femtosecond real time observation of wave packet oscillations resonance in dissociation reactions,1988,2003771289,,10.1063/1.454408,WOS:A1988N555800073,0,0
Medicine,30160,"muller, hj",1946,the production of mutations by x rays,1928,2034764451,,10.1073/pnas.14.9.714,WOS:000201970400151,0,0
Medicine,30138,"beadle, gw",1958,genetic control of biochemical reactions in neurospora,1941,1982444105,,10.1073/pnas.27.11.499,WOS:000201971700108,0,0
Medicine,30076,"mcclintock, b",1983,the fusion of broken ends of chromosomes following nuclear fusion,1942,2027884659,,10.1073/pnas.28.11.458,WOS:000201971800095,0,0
Medicine,30076,"mcclintock, b",1983,the origin and behavior of mutable loci in maize,1950,2026519705,,10.1073/pnas.36.6.344,WOS:A1950XZ91900002,0,0
Chemistry,20119,"pauling, l",1954,the structure of proteins two hydrogen bonded helical configurations of the polypeptide chain,1951,2140992384,,10.1073/pnas.37.4.205,WOS:A1951XZ92900004,0,0
Medicine,30069,"cohen, s",1986,a nerve growth stimulating factor isolated from sarcom as 37 and 180,1954,2040742427,,10.1073/pnas.40.10.1014,WOS:A1954XZ97100026,0,0
Medicine,30075,"jerne, nk",1984,the natural selection theory of antibody formation,1955,2064008537,,10.1073/pnas.41.11.849,WOS:A1955WU96200008,0,0
Medicine,30069,"cohen, s",1986,a nerve growth stimulating factor isolated from snake venom,1956,2103276585,,10.1073/pnas.42.9.571,WOS:A1956WL58700001,0,0
Medicine,30113,"nirenberg, m",1968,the dependence of cell free protein synthesis in e coli upon naturally occurring or synthetic polyribonucleotides,1961,2060528969,,10.1073/pnas.47.10.1588,WOS:A19619792B00014,0,0
Chemistry,20093,"anfinsen, c",1972,the kinetics of formation of native ribonuclease during oxidation of the reduced polypeptide chain,1961,1991498388,,10.1073/pnas.47.9.1309,WOS:A19619801B00001,0,0
Medicine,30081,"sperry, rw",1981,chemoaffinity in the orderly growth of nerve fiber patterns and connections,1963,1980094138,,10.1073/pnas.50.4.703,WOS:A19639823B00029,0,0
Medicine,30041,greengar.p,2000,cyclic nucleotide dependent protein kinases iv widespread occurrence of adenosine 3 5 monophosphate dependent protein kinase in various tissues and phyla of the animal kingdom,1969,2013216313,,10.1073/pnas.64.4.1349,WOS:A1969F268900032,0,0
Medicine,30088,"nathans, d",1978,specific cleavage of simian virus 40 dna by restriction endonuclease of hemophilus influenzae,1971,2090526981,,10.1073/pnas.68.12.2913,WOS:A1971L129000003,0,0
Medicine,30071,"brown, ms",1985,regulation of 3 hydroxy 3 methylglutaryl coenzyme a reductase activity in human fibroblasts by lipoproteins,1973,2021537613,,10.1073/pnas.70.7.2162,WOS:A1973Q221400059,0,0
Medicine,30077,samuelss.b,1982,isolation and structure of two prostaglandin endoperoxides that cause platelet aggregation,1974,2010694924,,10.1073/pnas.71.2.345,WOS:A1974S385200025,0,0
Medicine,30077,samuelss.b,1982,prostaglandin endoperoxides novel transformations of arachidonic acid in human platelets,1974,2050568232,,10.1073/pnas.71.9.3400,WOS:A1974U397600019,0,0
Chemistry,20005,"lindahl, t",2015,an n glycosidase from escherichia coli that releases free uracil from dna containing deaminated cytosine residues,1974,2016134181,,10.1073/pnas.71.9.3649,WOS:A1974U397600072,0,0
Medicine,30077,samuelss.b,1982,thromboxanes a new group of biologically active compounds derived from prostaglandin endoperoxides,1975,2030087792,,10.1073/pnas.72.8.2994,WOS:A1975AS84000035,0,0
Medicine,30068,"tonegawa, s",1987,evidence for somatic rearrangement of immunoglobulin genes coding for variable and constant regions,1976,1982039072,,10.1073/pnas.73.10.3628,WOS:A1976CH08400066,0,0
Chemistry,20081,"sanger, f",1980,dna sequencing with chain terminating inhibitors,1977,2138270253,,10.1073/pnas.74.12.5463,WOS:A1977EH42100059,0,0
Chemistry,20080,"gilbert, w",1980,a new method for sequencing dna,1977,1992595091,,10.1073/pnas.74.2.560,WOS:A1977CW79100038,0,0
Medicine,30044,"murad, f",1998,nitric oxide activates guanylate cyclase and increases guanosine 3 5 cyclic monophosphate levels in various tissue preparations,1977,2000075945,,10.1073/pnas.74.8.3203,WOS:A1977DT27000023,0,0
Medicine,30009,"schekman, r",2013,secretion and cell surface growth are blocked in a temperature sensitive mutant of saccharomyces cerevisiae,1979,1966446749,,10.1073/pnas.76.4.1858,WOS:A1979GS38600072,0,0
Medicine,30077,samuelss.b,1982,arachidonic acid metabolism in polymorphonuclear leukocytes effects of ionophore a23187,1979,2059290365,,10.1073/pnas.76.5.2148,WOS:A1979GW30700014,0,0
Medicine,30077,samuelss.b,1982,leukotriene c a slow reacting substance from murine mastocytoma cells,1979,2123773797,,10.1073/pnas.76.9.4275,WOS:A1979HM88600028,0,0
Medicine,30054,"gilman, ag",1994,purification of the regulatory component of adenylate cyclase,1980,1984080990,,10.1073/pnas.77.11.6516,WOS:A1980KT32200044,0,0
Chemistry,20030,"ciechanover, a",2004,atp dependent conjugation of reticulocyte proteins with the polypeptide required for protein degradation,1980,2034941135,,10.1073/pnas.77.3.1365,WOS:A1980JL81400024,0,0
Chemistry,20030,"ciechanover, a",2004,proposed role of atp in protein breakdown conjugation of protein with multiple chains of the polypeptide of atp dependent proteolysis,1980,1968229731,,10.1073/pnas.77.4.1783,WOS:A1980JP73600005,0,0
Medicine,30046,"ignarro, lj",1998,endothelium derived relaxing factor produced and released from artery and vein is nitric oxide,1987,2092145002,,10.1073/pnas.84.24.9265,WOS:A1987L760100107,0,0
Chemistry,20023,"tsien, r",2008,wavelength mutations and posttranslational autoxidation of green fluorescent protein,1994,2036742051,,10.1073/pnas.91.26.12501,WOS:A1994PY29400031,0,0
Physics,10179,"bohr, n",1922,ii on the theory of the decrease of velocity of moving electrified particles on passing through matter,1913,2263196060,,10.1080/14786440108634305,WOS:000208075100002,0,0
Physics,10178,"millikan, ra",1923,a new modification of the cloud method of measuring the elementary electrical charge and the most probable value of that charge,1910,2063658535,,10.1080/14786440208636795,WOS:000202851700023,0,0
Physics,10179,"bohr, n",1922,i on the constitution of atoms and molecules,1913,1703910647,,10.1080/14786441308634955,WOS:000208075900001,0,0
Physics,10179,"bohr, n",1922,xxxvii on the constitution of atoms and molecules,2009,1805515744,,10.1080/14786441308634993,WOS:000208076100009,0,0
Physics,10179,"bohr, n",1922,lxxiii on the constitution of atoms and molecules,1913,2060222759,,10.1080/14786441308635031,WOS:000208076400005,0,0
Physics,10172,"compton, ah",1927,cxvii the total reflexion of x rays,1923,2051374510,,10.1080/14786442308634208,WOS:000200027900003,0,0
Physics,10170,"broglie, ld",1929,xxxv a tentative theory of light quanta,1924,2107020988,,10.1080/14786442408634378,WOS:000200028700013,0,0
Physics,10191,joseph john thomson,1906,XL. Cathode Rays,1897,2050833490,,10.1080/14786449708621070,,0,1
Medicine,30100,"palade, ge",1974,a small particulate component of the cytoplasm,1955,2080669995,,10.1083/jcb.1.1.59,WOS:A1955WD76500006,0,0
Medicine,30100,"palade, ge",1974,the fine structure of neurons,1955,2106858079,,10.1083/jcb.1.1.69,WOS:A1955WD76500007,0,0
Medicine,30001,"ohsumi, y",2016,autophagy in yeast demonstrated with proteinase deficient mutants and conditions for its induction,1992,2126801593,,10.1083/jcb.119.2.301,WOS:A1992JT98100005,0,0
Medicine,30043,"blobel, g",1999,transfer of proteins across membranes i presence of proteolytically processed and unprocessed nascent immunoglobulin light chains on membrane bound ribosomes of murine myeloma,1975,2146923243,,10.1083/jcb.67.3.835,WOS:A1975AY44900025,0,0
Medicine,30085,benacerr.b,1980,properties of guinea pig 7s antibodies i electrophoretic separation of two types of guinea pig 7s antibodies,1963,2094124809,,10.1084/jem.117.6.937,WOS:A19634836B00004,0,0
Medicine,30085,benacerr.b,1980,properties of guinea pig 7s antibodies ii identification of antibodies involved in passive cutaneous and systemic anaphylaxis,1963,2169383488,,10.1084/jem.117.6.951,WOS:A19634836B00014,0,0
Medicine,30120,"rous, p",1966,a transmissible avian neoplasm sarcoma of the common fowl,1910,2012383467,,10.1084/jem.12.5.696,WOS:000201744900011,0,0
Medicine,30085,benacerr.b,1980,properties of antibodies cytophilic for macrophages,1966,2086695584,,10.1084/jem.123.1.119,WOS:A19667183900008,0,0
Medicine,30120,"rous, p",1966,a sarcoma of the fowl transmissible by an agent separable from the tumor cells,1911,2050973237,,10.1084/jem.13.4.397,WOS:000201745400001,0,0
Medicine,30013,"steinman, rm",2011,identification of a novel cell type in peripheral lymphoid organs of mice i morphology quantitation tissue distribution,1973,2145049340,,10.1084/jem.137.5.1142,WOS:A1973P573400003,0,0
Medicine,30150,"theiler, m",1951,spontaneous encephalomyelitis of mice a new virus disease,1937,2013142695,,10.1084/jem.65.5.705,WOS:000202271800008,0,0
Chemistry,20128,"tiselius, a",1948,an electrophoretic study of immune sera and purified antibody preparations,1939,2046577012,,10.1084/jem.69.1.119,WOS:000202273800008,0,0
Medicine,30101,"claude, a",1974,a study of tissue culture cells by electron microscopy methods and preliminary observations,1945,2162734772,,10.1084/jem.81.3.233,WOS:A1945UD28000001,0,0
Medicine,30101,"claude, a",1974,fractionation of mammalian liver cells by differential centrifugation i problems methods and preparation of extract,1946,2144434797,,10.1084/jem.84.1.51,WOS:A1946UD29600006,0,0
Medicine,30101,"claude, a",1974,fractionation of mammalian liver cells by differential centrifugation ii experimental procedures and results,1946,2090488193,,10.1084/jem.84.1.61,WOS:A1946UD29600007,0,0
Medicine,30098,"dulbecco, r",1975,plaque formation and isolation of pure lines with poliomyelitis viruses,1954,2046171723,,10.1084/jem.99.2.167,WOS:A1954UD38800006,0,0
Chemistry,20131,"northrop, j",1946,a method for the determination of diffusion constants and the calculation of the radius and weight of the hemoglobin molecule,1929,2013282061,,10.1085/jgp.12.4.543,WOS:000202002400005,0,0
Medicine,30111,"hershey, ad",1969,independent functions of viral protein and nucleic acid in growth of bacteriophage,1952,1988037647,,10.1085/jgp.36.1.39,WOS:A1952UD54300004,0,0
Medicine,30118,"wald, g",1967,cis trans isomers of vitamin a and retinene in the rhodopsin system,1952,2037138473,,10.1085/jgp.36.2.269,WOS:A1952UD54400011,0,0
Medicine,30118,"wald, g",1967,the molar extinction of rhodopsin,1953,2105756791,,10.1085/jgp.37.2.189,WOS:A1953UD55000004,0,0
Physics,10083,"chandrasekhar, s",1983,the maximum mass of ideal white dwarfs,1931,2606047231,,10.1086/143324,WOS:000188069000005,0,0
Chemistry,20096,"herzberg, g.",1971,analysis of the 4050 a group of the c 3 molecule,1965,2031237286,,10.1086/148262,WOS:A19656693500005,0,0
Physics,10094,"wilson, rw",1978,a measurement of excess antenna temperature at 4080 mc s,1965,1997756830,,10.1086/148307,WOS:A19656693500048,0,0
Physics,10027,"smoot, gf",2006,cobe differential microwave radiometers preliminary systematic error analysis,1992,1986563620,,10.1086/172033,WOS:A1992KB24300001,0,0
Physics,10061,"hulse, ra",1993,discovery of a pulsar in a binary system,1975,2019709661,,10.1086/181708,WOS:A1975V424000001,0,0
Physics,10026,"mather, jc",2006,a preliminary measurement of the cosmic microwave background spectrum by the cosmic background explorer cobe satellite,1990,2079724444,,10.1086/185717,WOS:A1990DC92800001,0,0
Physics,10014,"schmidt, bp",2011,observational evidence from supernovae for an accelerating universe and a cosmological constant,1998,2073832139,,10.1086/300499,WOS:000076040700001,0,0
Medicine,30032,"mansfield, p",2003,multi planar image formation using nmr spin echoes,1977,2065113098,,10.1088/0022-3719/10/3/004,WOS:A1977CZ86000004,0,0
Physics,10001,"thouless, dj",2016,ordering metastability and phase transitions in two dimensional systems,1973,2086860422,,10.1088/0022-3719/6/7/010,WOS:A1973P474500010,0,0
Physics,10096,"mott, n",1977,the basis of the electron theory of metals with special reference to the transition metals,1949,1972068641,,10.1088/0370-1298/62/7/303,WOS:A1949YE41100003,0,0
Physics,10181,charles edouard guillaume,1920,The Anomaly of the Nickel-Steels,1919,2056303910,,10.1088/1478-7814/32/1/337,,0,1
Medicine,30116,"granit, r",1967,fibre interaction in injured or compressed region of nerve,1944,2026324210,,10.1093/brain/67.2.125,WOS:000201327900009,0,0
Chemistry,20111,"calvin, m",1961,the path of carbon in photosynthesis vii respiration and photosynthesis,1950,1990139631,,10.1093/jxb/1.1.63,WOS:A1950YF61700004,0,0
Physics,10146,"zernike, f",1953,diffraction theory of the knife edge test and its improved form the phase contrast method,1934,2031478061,,10.1093/mnras/94.5.377,,0,1
Chemistry,20057,"smith, m",1993,oligonucleotide directed mutagenesis using m13 derived vectors an efficient and general procedure for the production of point mutations in any fragment of dna,1982,2084884863,,10.1093/nar/10.20.6487,WOS:A1982PN41700028,0,0
Medicine,30025,"smithies, o",2007,a comprehensive set of sequence analysis programs for the vax,1984,2009310436,,10.1093/nar/12.1Part1.387,WOS:A1984SA44700035,0,0
Medicine,30189,"carrel, a",1912,results of the biterminal transplantation of veins,1906,2067983941,,10.1097/00000441-190609000-00006,WOS:000202637200032,0,0
Medicine,30189,"carrel, a",1912,viii on the experimental surgery of the thoracic aorta and heart,1910,142463470,,10.1097/00000658-191007000-00009,WOS:000201629600008,0,0
Medicine,30141,"richards, dw",1956,pulmonary in sufficiency i physiological classification clinical methods of analysis standard values in normal subjects,1948,2156375589,,10.1097/00005792-194809000-00001,WOS:A1948UZ39400001,0,0
Physics,10184,"barkla, cg",1917,polarisation in secondary rontgen radiation,1906,2087929793,,10.1098/rspa.1906.0021,WOS:000202828500005,0,0
Physics,10173,"wilson, ctr",1927,on a method of making visible the paths of ionising particles through a gas,1911,1990379124,,10.1098/rspa.1911.0041,WOS:000202796100008,0,0
Physics,10185,"bragg, wl",1915,the reflection of x rays by crystals,1913,1986715836,,10.1098/rspa.1913.0040,WOS:000202797100001,0,0
Physics,10185,"bragg, wl",1915,the structure of some crystals as indicated by their diffraction of x rays,1913,2149044878,,10.1098/rspa.1913.0083,WOS:000202807000003,0,0
Physics,10154,"appleton, ev",1947,on some direct evidence for downward atmospheric reflection of electric rays,1925,2157392200,,10.1098/rspa.1925.0149,WOS:000202789300005,0,0
Physics,10167,"dirac, pam",1933,the quantum theory of the electron,1928,2127865535,,10.1098/rspa.1928.0023,WOS:000202787400007,0,0
Chemistry,20116,"hinshelwood, c",1956,further investigations on the kinetics of gaseous oxidation reactions,1930,2040558105,,10.1098/rspa.1930.0156,WOS:000202791300004,0,0
Physics,10153,"blackett, pms",1948,further investigations with a wilson chamber ii the range and velocity of recoil atoms,1932,1968872513,,10.1098/rspa.1932.0013,WOS:000202773300010,0,0
Physics,10149,"walton, ets",1951,experiments with high velocity positive ions ii the disintegration of elements by high velocity protons,1932,2062734533,,10.1098/rspa.1932.0133,WOS:000202774500016,0,0
Physics,10153,"blackett, pms",1948,some photographs of the tracks of penetrating radiation,1933,2161454420,,10.1098/rspa.1933.0048,WOS:000202774400017,0,0
Physics,10112,"gabor, d",1971,microscopy by reconstructed wave fronts,1949,2067287942,,10.1098/rspa.1949.0075,WOS:A1949XZ66800002,0,0
Chemistry,20096,"herzberg, g.",1971,the bakerian lecture the spectra and structures of free methyl and free methylene,1961,1982976316,,10.1098/rspa.1961.0120,WOS:A19619947B00013,0,0
Chemistry,20096,"herzberg, g.",1971,the spectrum and structure of singlet ch 2,1966,2143085463,,10.1098/rspa.1966.0229,WOS:A19668632700002,0,0
Chemistry,20149,"harden, a",1929,the alcoholic ferment of yeast juice,1906,1976820754,,10.1098/rspb.1906.0029,WOS:000200339800005,0,0
Medicine,30076,"mcclintock, b",1983,chromosome organization and genic expression,1951,2130578722,,10.1101/SQB.1951.016.01.004,WOS:A1951UC66100002,0,0
Medicine,30117,"hartline, hk",1967,the peripheral origin of nervous activity in the visual system,1952,2152164341,,10.1101/SQB.1952.017.01.013,WOS:A1952UC66200011,0,0
Medicine,30130,"watson, jd",1962,the structure of dna,1953,2127674396,,10.1101/SQB.1953.018.01.020,WOS:A1953UC66300019,0,0
Medicine,30123,"jacob, f",1965,on the regulation of gene activity,1961,2100416355,,10.1101/SQB.1961.026.01.024,WOS:A19619006A00016,0,0
Medicine,30123,"jacob, f",1965,general conclusions teleonomic mechanisms in cellular metabolism growth and differentiation,1961,2327883350,,10.1101/SQB.1961.026.01.048,WOS:A19619006A00023,0,0
Chemistry,20077,"klug, a",1982,physical principles in the construction of regular viruses,1962,2078507839,,10.1101/SQB.1962.027.001.005,WOS:A19629007A00007,0,0
Physics,10123,"townes, ch",1964,stark effect in rapidly varying fields,1955,2080559570,,10.1103/PhysRev.100.703,WOS:A1955WB70900045,0,0
Physics,10137,"lee, td",1957,question of parity conservation in weak interactions,1956,2157338954,,10.1103/PhysRev.104.254,WOS:A1956WK97500047,0,0
Physics,10116,"alvarez, lw",1968,catalysis of nuclear reactions by mu mesons,1957,2327634809,,10.1103/PhysRev.105.1127,WOS:A1957WB71600068,0,0
Physics,10069,"dehmelt, hg",1989,slow spin relaxation of optically polarized sodium atoms,1957,1969076679,,10.1103/PhysRev.105.1487,WOS:A1957WB71800018,0,0
Physics,10069,"dehmelt, hg",1989,modulation of a light beam by precessing absorbing atoms,1957,1968293554,,10.1103/PhysRev.105.1924,WOS:A1957WB71900037,0,0
Physics,10109,"schrieffer, jr",1972,theory of superconductivity,1957,2014437371,,10.1103/PhysRev.108.1175,WOS:A1957WB73600012,0,0
Physics,10097,"anderson, pw",1977,absence of diffusion in certain random lattices,1958,2264002775,,10.1103/PhysRev.109.1492,WOS:A1958WB74200013,0,0
Physics,10115,"gellmann, m",1969,theory of the fermi interaction,1958,1508439018,,10.1103/PhysRev.109.193,WOS:A1958WB73800032,0,0
Physics,10069,"dehmelt, hg",1989,spin resonance of free electrons polarized by exchange collisions,1958,2013364211,,10.1103/PhysRev.109.381,WOS:A1958WB73900025,0,0
Physics,10106,"esaki, l",1973,new phenomenon in narrow germanium p n junctions,1958,1968666095,,10.1103/PhysRev.109.603,WOS:A1958WB73900064,0,0
Physics,10060,"brockhouse, bn",1994,normal modes of germanium by neutron spectrometry,1958,2065464894,,10.1103/PhysRev.111.747,WOS:A1958WB75200014,0,0
Physics,10086,"schawlow, al",1981,infrared and optical masers,1958,1964347990,,10.1103/PhysRev.112.1940,WOS:A1958WB76100016,0,0
Physics,10021,"nambu, yoichiro",2008,quasi particles and gauge invariance in the theory of superconductivity,1960,1965850850,,10.1103/PhysRev.117.648,WOS:A1960WB78800004,0,0
Physics,10107,"giaever, i",1973,study of superconductors by electron tunneling,1961,2067175510,,10.1103/PhysRev.122.1101,WOS:A19611447C00023,0,0
Physics,10021,"nambu, yoichiro",2008,dynamical model of elementary particles based on an analogy with superconductivity ii,1961,1998909324,,10.1103/PhysRev.122.345,WOS:A19611444C00030,0,0
Physics,10115,"gellmann, m",1969,symmetries of baryons and mesons,1962,2226963368,,10.1103/PhysRev.125.1067,WOS:A19621464C00014,0,0
Physics,10087,"bloember, n",1981,interactions between light waves in a nonlinear dielectric,1962,2020687655,,10.1103/PhysRev.127.1918,WOS:A19621479C00002,0,0
Physics,10087,"bloember, n",1981,light waves at the boundary of nonlinear media,1962,2109537480,,10.1103/PhysRev.128.606,WOS:A19621481C00009,0,0
Physics,10028,"glauber, rj",2005,the quantum theory of optical coherence,1963,2592799394,,10.1103/PhysRev.130.2529,WOS:A19631497C00028,0,0
Physics,10028,"glauber, rj",2005,coherent and incoherent states of the radiation field,1963,2228259595,,10.1103/PhysRev.131.2766,WOS:A19631503C00025,0,0
Chemistry,20046,"kohn, w",1998,inhomogeneous electron gas,1964,2030976617,,10.1103/PhysRev.136.B864,WOS:A19641557C00018,0,0
Chemistry,20046,"kohn, w",1998,self consistent equations including exchange and correlation effects,1965,2230728100,,10.1103/PhysRev.140.A1133,WOS:A19657000000015,0,0
Physics,10035,"leggett, aj",2003,theory of a superfluid fermi liquid i general formalism and static properties,1965,2086145101,,10.1103/PhysRev.140.A1869,WOS:A19657080900006,0,0
Physics,10067,"kendall, hw",1990,measurements of elastic electron deuteron scattering at high momentum transfers,1969,2067610198,,10.1103/PhysRev.177.2075,WOS:A1969C983500021,0,0
Physics,10172,"compton, ah",1927,a quantum theory of the scattering of x rays by light elements,1923,2035879262,,10.1103/PhysRev.21.483,WOS:000201530300001,0,0
Physics,10172,"compton, ah",1927,the spectrum of scattered x rays,1923,1992738745,,10.1103/PhysRev.22.409,WOS:000201530900001,0,0
Physics,10166,"schrodinger, e",1933,an undulatory theory of the mechanics of atoms and molecules,1926,2056474482,,10.1103/PhysRev.28.1049,WOS:000201517600001,0,0
Physics,10155,"bridgman, pw",1946,change of phase under pressure i the phase diagram of eleven substances with especial reference to the melting curve,1914,1997867994,,10.1103/PhysRev.3.126,WOS:000201502000006,0,0
Physics,10161,"davisson, cj",1937,diffraction of electrons by a crystal of nickel,1927,2059898013,,10.1103/PhysRev.30.705,WOS:000201553700001,0,0
Physics,10159,"lawrence, eo",1939,the production of heavy high speed ions without the use of high voltages,1931,2050884299,,10.1103/PhysRev.38.2021,WOS:000201554800012,0,0
Chemistry,20100,"onsager, l",1968,reciprocal relations in irreversible processes ii,1931,2002116790,,10.1103/PhysRev.38.2265,WOS:000201554900017,0,0
Chemistry,20144,"urey, h",1934,a hydrogen isotope of mass 2,1932,2035264337,,10.1103/PhysRev.39.164,WOS:000201555000020,0,0
Physics,10159,"lawrence, eo",1939,the production of high speed light ions without the use of high voltages,1931,2041154484,,10.1103/PhysRev.40.19,WOS:000201590900003,0,0
Physics,10127,"wigner, ep",1963,on the quantum correction for thermodynamic equilibrium,1932,2031147858,,10.1103/PhysRev.40.749,WOS:000201591300009,0,0
Physics,10098,"van vleck, jh",1977,theory of the variations in paramagnetic anisotropy among different salts of the iron group,1932,1996895697,,10.1103/PhysRev.41.208,WOS:000201555700010,0,0
Physics,10164,"anderson, cd",1936,the positive electron,1933,1984005161,,10.1103/PhysRev.43.491,WOS:000201518200012,0,0
Chemistry,20127,"giauque, w",1949,attainment of temperatures below 1 absolute by demagnetization ofgd2 so4 3 8h2o,1933,1621230895,,10.1103/PhysRev.43.768,WOS:000201518500025,0,0
Physics,10152,"yukawa, h",1949,on the nuclear transformation with the absorption of the orbital electron,1937,1973587862,,10.1103/PhysRev.51.677.2,WOS:000201592800016,0,0
Physics,10157,"rabi, ii",1944,a new method of measuring nuclear magnetic moment,1938,2037363234,,10.1103/PhysRev.53.318,WOS:000201556500016,0,0
Physics,10114,"alfven, h",1970,on the motion of cosmic rays in interstellar space,1939,1964244046,,10.1103/PhysRev.55.425,WOS:000201579000001,0,0
Physics,10117,"bethe, ha",1967,energy production in stars,1939,2051756823,,10.1103/PhysRev.55.434,WOS:000201579000003,0,0
Chemistry,20124,"mcmillan, e",1951,radioactive element 93,1940,2065744907,,10.1103/PhysRev.57.1185.2,WOS:000201629200021,0,0
Physics,10128,"landau, l",1962,theory of the superfluidity of helium ii,1941,2043824501,,10.1103/PhysRev.60.356,WOS:000201560100013,0,0
Chemistry,20123,"seaborg, g",1951,radioactive element 94 from deuterons on uranium,1946,2005101692,,10.1103/PhysRev.69.366.2,WOS:A1946UB25900012,0,0
Physics,10148,"purcell, em",1952,resonance absorption by nuclear magnetic moments in a solid,1946,1983718136,,10.1103/PhysRev.69.37,WOS:A1946UB25600010,0,0
Physics,10147,"bloch, f",1952,the nuclear induction experiment,1946,1988204378,,10.1103/PhysRev.70.474,WOS:A1946UB26500004,0,0
Physics,10143,"lamb, we",1955,fine structure of the hydrogen atom by a microwave method,1947,2248814689,,10.1103/PhysRev.72.241,WOS:A1947UB28200011,0,0
Physics,10120,"schwinger, j",1965,on quantum electrodynamics and the magnetic moment of the electron,1948,2225565636,,10.1103/PhysRev.73.416,WOS:A1948UB29500027,0,0
Physics,10119,"feynman, rp",1965,relativistic cut off for quantum electrodynamics,1948,2142710655,,10.1103/PhysRev.74.1430,WOS:A1948UB77300021,0,0
