field,laureate_id,laureate_name,prize_year,title,pub_year,paper_id,additional_info,doi,uid,nonenglish,no_record
Physics,10120,"schwinger, j",1965,quantum electrodynamics i a covariant formulation,1948,1973182975,,10.1103/PhysRev.74.1439,WOS:A1948UB77300022,0,0
Physics,10121,"tomonaga, si",1965,on infinite field reactions in quantum field theory,1948,2035127450,,10.1103/PhysRev.74.224,WOS:A1948UB76500025,0,0
Physics,10140,"brattain, wh",1956,the transistor a semi conductor triode,1948,2066255432,,10.1103/PhysRev.74.230,WOS:A1948UB76500033,0,0
Physics,10142,"kusch, p",1955,the magnetic moment of the electron,1948,2015930212,,10.1103/PhysRev.74.250,WOS:A1948UB76600004,0,0
Physics,10119,"feynman, rp",1965,a relativistic cut off for classical electrodynamics,1948,2015474809,,10.1103/PhysRev.74.939,WOS:A1948UB77100017,0,0
Physics,10125,"jensen, jhd",1963,on the magic numbers in nuclear structure,1949,1983767566,,10.1103/PhysRev.75.1766.2,WOS:A1949UB78600029,0,0
Physics,10126,"mayer, mg",1963,on closed shells in nuclei ii,1949,1985289694,,10.1103/PhysRev.75.1969,WOS:A1949UB78700055,0,0
Physics,10130,"hofstadter, r",1961,the detection of gamma rays with thallium activated sodium iodide crystals,1949,1991093461,,10.1103/PhysRev.75.796,WOS:A1949UB78000013,0,0
Physics,10119,"feynman, rp",1965,the theory of positrons,1949,1995841230,,10.1103/PhysRev.76.749,WOS:A1949UB32100009,0,0
Physics,10119,"feynman, rp",1965,space time approach to quantum electrodynamics,1949,2081796865,,10.1103/PhysRev.76.769,WOS:A1949UB32100114,0,0
Physics,10068,"ramsey, nf",1989,magnetic shielding of nuclei in molecules,1950,2012130053,,10.1103/PhysRev.78.699,WOS:A1950UB33900011,0,0
Physics,10103,"rainwater, j",1975,nuclear energy level argument for a spheroidal nuclear model,1950,2081328640,,10.1103/PhysRev.79.432,WOS:A1950UB34800003,0,0
Physics,10119,"feynman, rp",1965,mathematical formulation of the quantum theory of electromagnetic interaction,1950,1996620877,,10.1103/PhysRev.80.440,WOS:A1950UB34200026,0,0
Physics,10141,"shockley, w",1956,deformation potentials and mobilities in non polar crystals,1950,2067983335,,10.1103/PhysRev.80.72,WOS:A1950UB34000015,0,0
Physics,10082,"fowler, wa",1983,excited states of the mirror nuclei li7 and be7,1951,2075687768,,10.1103/PhysRev.82.159,WOS:A1951UB38300004,0,0
Physics,10059,"shull, cg",1994,neutron diffraction by paramagnetic and antiferromagnetic substances,1951,1970822797,,10.1103/PhysRev.83.333,WOS:A1951UB38900018,0,0
Physics,10131,"glaser, da",1960,some effects of ionizing radiation on the formation of bubbles in liquids,1952,2053131619,,10.1103/PhysRev.87.665,WOS:A1952UB43900026,0,0
Physics,10101,"bohr, a.",1975,interpretation of isomeric transitions of electric quadrupole type,1953,2086905158,,10.1103/PhysRev.89.316,WOS:A1953UB44800048,0,0
Physics,10101,"bohr, a.",1975,rotational states in even even nuclei,1953,2093806366,,10.1103/PhysRev.90.717.2,WOS:A1953UB45700052,0,0
Physics,10058,"reines, f",1995,detection of the free neutrino,1953,2246644974,,10.1103/PhysRev.92.830,WOS:A1953UB46800054,0,0
Physics,10084,"wilson, kg",1982,renormalization group and critical phenomena 1 renormalization group and the kadanoff scaling picture,1971,2246296081,,10.1103/PhysRevB.4.3174,WOS:A1971K734100043,0,0
Physics,10084,"wilson, kg",1982,renormalization group and critical phenomena 2 phase space cell analysis of critical behavior,1971,2079216472,,10.1103/PhysRevB.4.3184,WOS:A1971K734100044,0,0
Physics,10088,"cronin, jw",1980,evidence for the 2 pi decay of the k2 0 meson,1964,2078141585,,10.1103/PhysRevLett.13.138,WOS:A19641678C00001,0,0
Physics,10009,"englert, f",2013,broken symmetry and the mass of gauge vector mesons,1964,2045120204,,10.1103/PhysRevLett.13.321,WOS:A19641683C00003,0,0
Physics,10010,"higgs, pw",2013,broken symmetries and the masses of gauge bosons,1964,1996413343,,10.1103/PhysRevLett.13.508,WOS:A19641665C00004,0,0
Physics,10091,"weinberg, s",1979,a model of leptons,1967,2070151728,,10.1103/PhysRevLett.19.1264,WOS:A1967A179700017,0,0
Physics,10060,"brockhouse, bn",1994,lattice vibrations in silicon and germanium,1959,2014082198,,10.1103/PhysRevLett.2.256,WOS:A1959WL07600007,0,0
Physics,10039,raymond davis jr.,2002,search for neutrinos from the sun,1968,2023878063,,10.1103/PhysRevLett.20.1205,WOS:A1968B117500023,0,0
Physics,10065,"taylor, re",1990,electron proton elastic scattering at high momentum transfers,1968,2014867412,,10.1103/PhysRevLett.20.292,WOS:A1968A550400021,0,0
Physics,10065,"taylor, re",1990,high energy inelastic e p scattering at 6 degrees and 10 degrees,1969,1497196551,,10.1103/PhysRevLett.23.930,WOS:A1969E345000010,0,0
Physics,10065,"taylor, re",1990,observed behavior of highly inelastic electron proton scattering,1969,2026217372,,10.1103/PhysRevLett.23.935,WOS:A1969E345000011,0,0
Physics,10035,"leggett, aj",2003,can a solid be superfluid,1970,2072230004,,10.1103/PhysRevLett.25.1543,WOS:A1970H823900003,0,0
Physics,10054,"lee, dm",1996,evidence for a new phase of solid he 3,1972,1985120730,,10.1103/PhysRevLett.28.885,WOS:A1972M002000006,0,0
Physics,10035,"leggett, aj",2003,interpretation of recent results on sup 3 he below 3 mk a new liquid phase,1972,2078803329,,10.1103/PhysRevLett.29.1227,WOS:A1972N781800009,0,0
Physics,10054,"lee, dm",1996,new magnetic phenomena in liquidhe3below 3 mk,1972,2320840978,,10.1103/PhysRevLett.29.920,WOS:A1972N567000009,0,0
Physics,10031,"wilczek, f",2004,ultraviolet behavior of non abelian gauge theories,1973,2045472496,,10.1103/PhysRevLett.30.1343,WOS:A1973P914500020,0,0
Physics,10033,"politzer, hd",2004,reliable perturbative results for strong interactions,1973,2055032269,,10.1103/PhysRevLett.30.1346,WOS:A1973P914500021,0,0
Physics,10099,"ting, scc",1976,experimental observation of a heavy particle j,1974,2041374439,,10.1103/PhysRevLett.33.1404,WOS:A1974U764200012,0,0
Physics,10057,"perl, ml",1995,discovery of a narrow resonance in e e annihilation,1974,1985795857,,10.1103/PhysRevLett.33.1406,WOS:A1974U764200013,0,0
Physics,10057,"perl, ml",1995,the discovery of a second narrow resonance in e e annihilation,1974,2035537487,,10.1103/PhysRevLett.33.1453,WOS:A1974U864400013,0,0
Physics,10057,"perl, ml",1995,evidence for anomalous lepton production in e e annihilation,1975,2159227720,,10.1103/PhysRevLett.35.1489,WOS:A1975AX40700003,0,0
Chemistry,20041,"heeger, a",2000,electrical conductivity in doped polyacetylene,1977,1993209440,,10.1103/PhysRevLett.39.1098,WOS:A1977DY83900016,0,0
Physics,10021,"nambu, yoichiro",2008,axial vector current conservation in weak interactions,1960,2085522314,,10.1103/PhysRevLett.4.380,WOS:A1960WQ68000019,0,0
Physics,10079,"vonklitzing, k",1985,new method for high accuracy determination of the fine structure constant based on quantized hall resistance,1980,2061000251,,10.1103/PhysRevLett.45.494,WOS:A1980KC47000026,0,0
Physics,10048,"stormer, hl",1998,two dimensional magnetotransport in the extreme quantum limit,1982,2006294391,,10.1103/PhysRevLett.48.1559,WOS:A1982NR32700015,0,0
Physics,10107,"giaever, i",1973,energy gap in superconductors measured by electron tunneling,1960,2073782888,,10.1103/PhysRevLett.5.147,WOS:A1960WR34800007,0,0
Physics,10107,"giaever, i",1973,electron tunneling between two superconductors,1960,2002706548,,10.1103/PhysRevLett.5.464,WOS:A1960WR35400003,0,0
Physics,10003,"haldane, fdm",2016,nonlinear field theory of large spin heisenberg antiferromagnets semiclassically quantized solitons of the one dimensional easy axis neel state,1983,2113166233,,10.1103/PhysRevLett.50.1153,WOS:A1983QJ98500016,0,0
Physics,10050,"laughlin, rb",1998,anomalous quantum hall effect an incompressible quantum fluid with fractionally charged excitations,1983,1963826472,,10.1103/PhysRevLett.50.1395,WOS:A1983QM76700017,0,0
Chemistry,20015,"shechtman, d",2011,metallic phase with long range orientational order and no translational symmetry,1984,2569915238,,10.1103/PhysRevLett.53.1951,WOS:A1984TR73100024,0,0
Physics,10025,"grunberg, p",2007,layered magnetic structures evidence for antiferromagnetic coupling of fe layers across cr interlayers,1986,2024347200,,10.1103/PhysRevLett.57.2442,WOS:A1986E709300029,0,0
Physics,10037,"koshiba, m",2002,observation of a neutrino burst from the supernova sn1987a,1987,2068718327,,10.1103/PhysRevLett.58.1490,WOS:A1987G676000029,0,0
Physics,10051,"phillips, wd",1997,observation of atoms laser cooled below the doppler limit,1988,2082337324,,10.1103/PhysRevLett.61.169,WOS:A1988P108200010,0,0
Physics,10024,"fert, a",2007,giant magnetoresistance of 001 fe 001 cr magnetic superlattices,1988,1965245884,,10.1103/PhysRevLett.61.2472,WOS:A1988Q948900022,0,0
Physics,10052,"cohentannoudji, c",1997,laser cooling below the one photon recoil by velocity selective coherent population trapping,1988,2083763968,,10.1103/PhysRevLett.61.826,WOS:A1988P707100016,0,0
Physics,10116,"alvarez, lw",1968,evidence for a t 0 three pion resonance,1961,2034289567,,10.1103/PhysRevLett.7.178,WOS:A19611579C00013,0,0
Physics,10044,"alferov, zi",2000,ultranarrow luminescence lines from single quantum dots,1995,2071148840,,10.1103/PhysRevLett.74.4043,WOS:A1995QY11900035,0,0
Physics,10041,"ketterle, w",2001,bose einstein condensation in a gas of sodium atoms,1995,2132639490,,10.1103/PhysRevLett.75.3969,WOS:A1995TF68400001,0,0
Physics,10012,"wineland, david",2012,demonstration of a fundamental quantum logic gate,1995,1966533239,,10.1103/PhysRevLett.75.4714,WOS:A1995TK88300041,0,0
Physics,10012,"wineland, david",2012,generation of nonclassical motional states of a trapped atom,1996,2040136860,,10.1103/PhysRevLett.76.1796,WOS:A1996TZ28200009,0,0
Physics,10011,"haroche, serge",2012,quantum rabi oscillation a direct test of field quantization in a cavity,1996,2025623691,,10.1103/PhysRevLett.76.1800,WOS:A1996TZ28200010,0,0
Physics,10011,"haroche, serge",2012,observing the progressive decoherence of the meter in a quantum measurement,1996,2091261194,,10.1103/PhysRevLett.77.4887,WOS:A1996VW70700009,0,0
Physics,10004,"kajita, t",2015,evidence for oscillation of atmospheric neutrinos,1998,2134803267,,10.1103/PhysRevLett.81.1562,WOS:000075483200007,0,0
Physics,10029,"hall, jl",2005,direct link between microwave and optical frequencies with a 300 thz femtosecond laser comb,2000,2003141184,,10.1103/PhysRevLett.84.5102,WOS:000087266300018,0,0
Physics,10005,"mcdonald, ab",2015,measurement of the rate of ve d p p e interactions produced by 8b solar neutrinos at the sudbury neutrino observatory,2001,2137229134,,10.1103/PhysRevLett.87.071301,WOS:000170478300005,0,0
Physics,10005,"mcdonald, ab",2015,direct evidence for neutrino flavor transformation from neutral current interactions in the sudbury neutrino observatory,2002,1983987483,,10.1103/PhysRevLett.89.011301,WOS:000176285700003,0,0
Physics,10071,"steinberger, j",1988,observation of high energy neutrino reactions and the existence of two kinds of neutrinos,1962,2000744791,,10.1103/PhysRevLett.9.36,WOS:A19621596C00010,0,0
Physics,10038,"giacconi, r",2002,evidence for x rays from sources outside the solar system,1962,2029634216,,10.1103/PhysRevLett.9.439,WOS:A19621598C00007,0,0
Medicine,30131,"crick, fhc",1962,the packing of  helices simple coiled coils,1953,2116441099,,10.1107/S0365110X53001964,WOS:A1953UQ10400004,0,0
Chemistry,20073,"karle, j",1985,a theory of phase determination for the four types of non centrosymmetric space groups 1p222 2p22 3p12 3p22,1956,2011912423,,10.1107/S0365110X56001741,WOS:A1956WL85900004,0,0
Physics,10043,kroemer herbert ,2000,heterostructure bipolar transistors and integrated circuits,1982,2154249635,,10.1109/PROC.1982.12226,WOS:A1982NA92200003,0,0
Physics,10045,"kilby, js",2000,invention of the integrated circuit,1976,2015233893,,10.1109/T-ED.1976.18467,WOS:A1976BX59100006,0,0
Medicine,30116,"granit, r",1967,tonic and phasic ventral horn cells differentiated by post tetanic potentiation in cat extensors,1956,2016789585,,10.1111/j.1748-1716.1956.tb01347.x,WOS:A1956WP58100002,0,0
Medicine,30079,"bergstrom, s",1982,on the regulation of bile acid formation in the rat liver,1958,2043258254,,10.1111/j.1748-1716.1958.tb01572.x,WOS:A1958WP62100001,0,0
Medicine,30042,"carlsson, a",2000,a method for the fluorimetric determination of adrenaline and noradrenaline in tissues 1,1958,2055404553,,10.1111/j.1748-1716.1958.tb01627.x,WOS:A1958WP62700006,0,0
Medicine,30042,"carlsson, a",2000,a fluorimetric method for the determination of dopamine 3 hydroxytyramine,1958,2021432299,,10.1111/j.1748-1716.1958.tb01628.x,WOS:A1958WP62700007,0,0
Medicine,30079,"bergstrom, s",1982,observations on the effects of infusion of prostnglnndin e in man,1959,2019393655,,10.1111/j.1748-1716.1959.tb01686.x,WOS:A1959WP63400007,0,0
Medicine,30070,"levimontalcini, r",1986,effects of mouse tumor transplantation on the nervous system,1952,1965289808,,10.1111/j.1749-6632.1952.tb26548.x,WOS:A1952UG35900030,0,0
Medicine,30186,"hill, av",1922,a new mathematical treatment of changes of ionic concentration in muscle and nerve under the action of electric currents with a theory as to their mode of excitation,1910,1969031193,,10.1113/jphysiol.1910.sp001366,WOS:000201372000003,0,0
Medicine,30180,"hopkins, fg",1929,feeding experiments illustrating the importance of accessory factors in normal dietaries,1912,2059685491,,10.1113/jphysiol.1912.sp001524,WOS:000201343700005,0,0
Medicine,30187,"krogh, a",1920,the regulation of respiration and circulation during the initial stages of muscular work,1913,2079512683,,10.1113/jphysiol.1913.sp001616,WOS:000201344800009,0,0
Medicine,30187,"krogh, a",1920,the rate of diffusion of gases through animal tissues with some remarks on the coefficient of invasion,1919,1994652225,,10.1113/jphysiol.1919.sp001838,WOS:000201208300001,0,0
Medicine,30187,"krogh, a",1920,the number and distribution of capillaries in muscles with calculations of the oxygen pressure head necessary for supplying the tissue,1919,2109393326,,10.1113/jphysiol.1919.sp001839,WOS:000201208300002,0,0
Medicine,30187,"krogh, a",1920,the supply of oxygen to the tissues and the regulation of the capillary circulation,1919,2110457661,,10.1113/jphysiol.1919.sp001844,WOS:000201208300007,0,0
Medicine,30178,"adrian, ed",1932,the discharge of impulses in motor nerve fibres part i impulses in single fibres of the phrenic nerve,1928,2011803983,,10.1113/jphysiol.1928.sp002509,WOS:000207203300007,0,0
Medicine,30178,"adrian, ed",1932,the discharge of impulses in motor nerve fibres part ii the frequency of discharge in reflex and voluntary contractions,1929,2104904223,,10.1113/jphysiol.1929.sp002557,WOS:000207204100001,0,0
Medicine,30116,"granit, r",1967,the components of the retinal action potential in mammals and their relation to the discharge in the optic nerve,1933,2061401540,,10.1113/jphysiol.1933.sp002964,WOS:000201349000001,0,0
Medicine,30109,"katz, b",1970,the effect of sodium ions on the electrical activity of the giant axon of the squid,1949,2097400197,,10.1113/jphysiol.1949.sp004310,WOS:A1949UH78600006,0,0
Medicine,30109,"katz, b",1970,an analysis of the end plate potential recorded with an intra cellular electrode,1951,2117059432,,10.1113/jphysiol.1951.sp004675,WOS:A1951UH80600007,0,0
Medicine,30109,"katz, b",1970,spontaneous subthreshold activity at motor nerve endings,1952,2102492718,,10.1113/jphysiol.1952.sp004735,WOS:A1952UH81200008,0,0
Medicine,30126,"eccles, jc",1963,the recording of potentials from motoneurones with an intracellular electrode,1952,2098749676,,10.1113/jphysiol.1952.sp004759,WOS:A1952UH81500003,0,0
Medicine,30127,"hodgkin, al",1963,a quantitative description of membrane current and its application to conduction and excitation in nerve,1952,1985940938,,10.1113/jphysiol.1952.sp004764,WOS:A1952UH81500008,0,0
Medicine,30116,"granit, r",1967,supraspinal control of the muscle spindles and its significance,1953,2061183544,,10.1113/jphysiol.1953.sp005017,WOS:A1953UH83100005,0,0
Medicine,30109,"katz, b",1970,quantal components of the end plate potential,1954,2106081526,,10.1113/jphysiol.1954.sp005129,WOS:A1954UH83700012,0,0
Medicine,30126,"eccles, jc",1963,cholinergic and inhibitory synapses in a pathway from motor axon collaterals to motoneurones,1954,2073929966,,10.1113/jphysiol.1954.sp005226,WOS:A1954UH84300008,0,0
Medicine,30116,"granit, r",1967,excitatory and inhibitory processes acting upon individual purkinje cells of the cerebellum in cats,1956,2047758880,,10.1113/jphysiol.1956.sp005606,WOS:A1956WB69500004,0,0
Medicine,30109,"katz, b",1970,a study of the desensitization produced by acetylcholine at the motor end plate,1957,2009285843,,10.1113/jphysiol.1957.sp005838,WOS:A1957WC30800059,0,0
Medicine,30080,"hubel, dh",1981,receptive fields binocular interaction and functional architecture in the cat s visual cortex,1962,2116360511,,10.1113/jphysiol.1962.sp006837,WOS:A19626729B00007,0,0
Medicine,30080,"hubel, dh",1981,receptive fields and functional architecture of monkey striate cortex,1968,2117731089,,10.1113/jphysiol.1968.sp008455,WOS:A1968A792100014,0,0
Medicine,30132,"vonbekesy, g",1961,the variation of phase along the basilar membrane with sinusoidal vibrations,1947,1987303129,,10.1121/1.1916502,WOS:A1947UD57500008,0,0
Medicine,30144,"robbins, fc",1954,cultivation of the lansing strain of poliomyelitis virus in cultures of various human embryonic tissues,1949,2010653647,,10.1126/science.109.2822.85,WOS:A1949UA78500005,0,0
Chemistry,20112,"libby, w",1960,age determination by radiocarbon content world wide assay of natural radiocarbon,1949,2013668561,,10.1126/science.109.2827.227,WOS:A1949UA79000002,0,0
Physics,10016,"novoselov, kostya s.",2010,electric field effect in atomically thin carbon films,2004,2058122340,,10.1126/science.1102896,WOS:000224756700045,0,0
Medicine,30118,"wald, g",1967,cistrans isomers of vitamin a and retinene in vision,1952,2066637830,,10.1126/science.115.2977.60,WOS:A1952UA99300004,0,0
Medicine,30108,"axelrod, j",1970,o methylation of epinephrine and other catechols in vitro and in vivo,1957,2036416641,,10.1126/science.126.3270.400,WOS:A1957ZQ26200007,0,0
Medicine,30115,"holley, rw",1968,Structure of a Ribonucleic Acid,1965,2024412145,,10.1126/science.147.3664.1462,WOS:A19656257100035,0,0
Medicine,30008,"sudhof, tc",2013,synaptotagmin a calcium sensor on the synaptic vesicle surface,1992,1976283234,,10.1126/science.1589771,WOS:A1992HU22400039,0,0
Medicine,30040,"kandel, er",2000,neuronal correlates of habituation and dishabituation of the gill withdrawal reflex in aplysia,1970,2149101054,,10.1126/science.167.3926.1743,WOS:A1970F772600037,0,0
Chemistry,20026,"kornberg, r",2006,chromatin structure a repeating unit of histones and dna,1974,2013571070,,10.1126/science.184.4139.868,WOS:A1974S947500011,0,0
Chemistry,20058,"mullis, k",1993,primer directed enzymatic amplification of dna with a thermostable dna polymerase,1988,2032118018,,10.1126/science.2448875,WOS:A1988L802900034,0,0
Chemistry,20008,"betzig, e",2014,breaking the diffraction barrier optical microscopy on a nanometric scale,1991,1970528721,,10.1126/science.251.5000.1468,WOS:A1991FC85300042,0,0
Chemistry,20008,"betzig, e",2014,near field optics microscopy spectroscopy and surface modification beyond the diffraction limit,1992,2036078488,,10.1126/science.257.5067.189,WOS:A1992JC58500024,0,0
Chemistry,20008,"betzig, e",2014,single molecules observed by near field scanning optical microscopy,1993,2085189255,,10.1126/science.262.5138.1422,WOS:A1993MJ04600033,0,0
Chemistry,20004,"modrich, p",2015,dna mismatch correction in a defined system,1989,2044198642,,10.1126/science.2665076,WOS:A1989AE78300024,0,0
Chemistry,20037,"fenn, j",2002,electrospray ionization for mass spectrometry of large biomolecules,1989,2073292063,,10.1126/science.2675315,WOS:A1989AT60700031,0,0
Physics,10040,"cornell, ea",2001,observation of bose einstein condensation in a dilute atomic vapor,1995,1991602497,,10.1126/science.269.5221.198,WOS:A1995RJ02900031,0,0
Physics,10012,"wineland, david",2012,a schrodinger cat superposition state of an atom,1996,2081210383,,10.1126/science.272.5265.1131,WOS:A1996UM88900039,0,0
Chemistry,20023,"tsien, r",2008,crystal structure of the aequorea victoria green fluorescent protein,1996,2161996750,,10.1126/science.273.5280.1392,WOS:A1996VF61000044,0,0
Chemistry,20034,"mackinnon, r",2003,the structure of the potassium channel molecular basis of k conduction and selectivity,1998,2143070723,,10.1126/science.280.5360.69,WOS:000072885100036,0,0
Medicine,30015,"beutler, b",2011,defective lps signaling in c3h hej and c57bl 10sccr mice mutations in tlr4 gene,1998,2129319296,,10.1126/science.282.5396.2085,WOS:000077467100048,0,0
Physics,10029,"hall, jl",2005,carrier envelope phase control of femtosecond mode locked lasers and direct optical frequency synthesis,2000,2116393805,,10.1126/science.288.5466.635,WOS:000086727100035,0,0
Chemistry,20020,"steitz, t",2009,the complete atomic structure of the large ribosomal subunit at 2 4 a resolution,2000,1983534198,,10.1126/science.289.5481.905,WOS:000088701200023,0,0
Chemistry,20020,"steitz, t",2009,the structural basis of ribosome activity in peptide bond synthesis,2000,2097654784,,10.1126/science.289.5481.920,WOS:000088701200024,0,0
Chemistry,20058,"mullis, k",1993,enzymatic amplification of beta globin genomic sequences and restriction site analysis for diagnosis of sickle cell anemia,1985,2050717506,,10.1126/science.2999980,WOS:A1985AVV2800008,0,0
Medicine,30177,"morgan, th",1933,sex limited inheritance in drosophila,1916,2053878202,,10.1126/science.32.812.120,WOS:000201859900021,0,0
Physics,10178,"millikan, ra",1923,the isolation of an ion a precision measurement of its charge and the correction of stokes s law,1910,1975117866,,10.1126/science.32.822.436,WOS:000201859900065,0,0
Medicine,30020,"barresinoussi, f",2008,isolation of a t lymphotropic retrovirus from a patient at risk for acquired immune deficiency syndrome aids,1983,1977282539,,10.1126/science.6189183,WOS:A1983QP69600068,0,0
Medicine,30047,"prusiner, sb",1997,novel proteinaceous infectious particles cause scrapie,1982,2013679718,,10.1126/science.6801762,WOS:A1982NH46800006,0,0
Chemistry,20130,"stanley, w",1946,the inactivation of crystalline tobacco mosaic virus protein,1936,2062912582,,10.1126/science.83.2165.626,WOS:000201978300101,0,0
Chemistry,20022,"chalfie, m",2008,green fluorescent protein as a marker for gene expression,1994,2032579724,,10.1126/science.8303295,WOS:A1994MV86600033,0,0
Medicine,30151,"kendall, ec",1950,atrophy of the adrenal cortex of the rat produced by the administration of large amounts of cortin,1937,2091033683,,10.1126/science.86.2228.245,WOS:000202006000003,0,0
Medicine,30003,"omura, s",2015,avermectins new family of potent anthelmintic agents producing organism and fermentation,1979,2082909688,,10.1128/AAC.15.3.361,WOS:A1979GN42900008,0,0
Medicine,30004,"campbell, wc",2015,avermectins new family of potent anthelmintic agents efficacy of the b1a component,1979,2112130390,,10.1128/AAC.15.3.372,WOS:A1979GN42900010,0,0
Medicine,30153,"hench, ps",1950,the effect of a hormone of the adrenal cortex (17-hydroxy-11-dehydrocorticosterone - compound-e) and of pituitary adrenocorticotropic hormone on rheumatoid arthritis - preliminary report,1949,2598622911,,10.1136/ard.8.2.97,WOS:A1949YH16100002,0,0
Chemistry,20096,"herzberg, g.",1971,absorption spectrum of free ch3 and cd3 radicals,1956,1665503681,,10.1139/p56-059,WOS:A1956WF48400009,0,0
Chemistry,20096,"herzberg, g.",1971,the lyman bands of molecular hydrogen,1959,1988837171,,10.1139/p59-070,WOS:A1959WN22200011,0,0
Physics,10006,"akasaki, isamu",2014,p type conduction in mg doped gan treated with low energy electron beam irradiation leebi,1989,2069099261,,10.1143/JJAP.28.L2112,WOS:A1989CF86700002,0,0
Physics,10121,"tomonaga, si",1965,on a relativistically invariant formulation of the quantum theory of wave fields,1949,2080044952,,10.1143/PTP.1.27,WOS:A1946UC73400004,0,0
Physics,10022,"kobayashi, m",2008,cp violation in the renormalizable theory of weak interaction,1973,2169090745,,10.1143/PTP.49.652,WOS:A1973P109400024,0,0
Medicine,30175,"whipple, gh",1934,blood volume studies iii behavior of large series of dyes introduced into the circulating blood,1920,2777465940,,10.1152/ajplegacy.1920.51.2.232,WOS:000202392700003,0,0
Medicine,30164,"erlanger, j",1944,a study of the action currents of nerve with the cathode ray oscillograph,1922,2472595679,,10.1152/ajplegacy.1922.62.3.496,WOS:000202395900008,0,0
Medicine,30164,"erlanger, j",1944,the compound nature of the action current of nerve as disclosed by the cathode ray oscillograph,1924,2533274284,,10.1152/ajplegacy.1924.70.3.624,WOS:000202416000015,0,0
Medicine,30164,"erlanger, j",1944,the nature of conduction of an impulse in the relatively refractory period,1925,2523278764,,10.1152/ajplegacy.1925.73.3.613,WOS:000202416900010,0,0
Medicine,30164,"erlanger, j",1944,the role played by the sizes of the constituent fibers of a nerve trunk in determining the form of its action potential wave,1927,2566908111,,10.1152/ajplegacy.1927.80.3.522,WOS:000202419000005,0,0
Medicine,30164,"erlanger, j",1944,the role of fiber size in the establishment of a nerve block by pressure or cocaine,1929,2289231395,,10.1152/ajplegacy.1929.88.4.581,WOS:000202424500002,0,0
Medicine,30141,"richards, dw",1956,physiological studies of the effects of intermittent positive pressure breathing on cardiac output in man,1947,2254377077,,10.1152/ajplegacy.1947.152.1.162,WOS:A1948XV94300022,0,0
Medicine,30141,"richards, dw",1956,comparison of the fick and dye injection methods of measuring the cardiac output in man,1948,2466595599,,10.1152/ajplegacy.1948.153.2.309,WOS:A1948XV94700015,0,0
Medicine,30080,"hubel, dh",1981,single cell responses in striate cortex of kittens deprived of vision in one eye,1963,1870538900,,10.1152/jn.1963.26.6.1003,WOS:A19636115B00011,0,0
Medicine,30080,"hubel, dh",1981,receptive fields and functional architecture in two nonstriate visual areas 18 and 19 of the cat,1965,1594551768,,10.1152/jn.1965.28.2.229,WOS:A19656291000004,0,0
Medicine,30080,"hubel, dh",1981,comparison of the effects of unilateral and bilateral eye closure on cortical unit responses in kittens,1965,148261105,,10.1152/jn.1965.28.6.1029,WOS:A19657045900003,0,0
Medicine,30046,"ignarro, lj",1998,endothelium derived relaxing factor from pulmonary artery and vein possesses pharmacologic and chemical properties identical to those of nitric oxide radical,1987,1992718978,,10.1161/01.RES.61.6.866,WOS:A1987L149600014,0,0
Medicine,30093,"yalow, rs",1977,insulin i131 metabolism in human subjects demonstration of insulin binding globulin in the circulation of insulin treated subjects,1956,2111637985,,10.1172/JCI103262,WOS:A1956WB01500006,0,0
Medicine,30061,thomas ed,1990,SUPRALETHAL WHOLE BODY IRRADIATION AND ISOLOGOUS MARROW TRANSPLANTATION IN MAN,1959,2118298035,,10.1172/JCI103949,WOS:A1959WB06200006,0,0
Medicine,30093,"yalow, rs",1977,quantitative aspects of the reaction between insulin and insulin binding antibody,1959,2105670555,,10.1172/JCI103979,WOS:A1959WB06400015,0,0
Medicine,30093,"yalow, rs",1977,immunoassay of endogenous plasma insulin in man,1960,2015230257,,10.1172/JCI104130,WOS:A1960WB07200013,0,0
Medicine,30155,"moniz, e",1949,prefrontal leucotomy in the treatment of mental disorders,1937,2068610106,,10.1176/ajp.93.6.1379,WOS:000201776300009,0,0
Medicine,30158,"houssay, ba",1947,thyroid and metathyroid diabetes,1944,2086536469,,10.1210/endo-35-3-158,WOS:000201680100003,0,0
Medicine,30086,"hounsfield, gn",1979,computerized transverse axial scanning tomography part 1 description of system,1973,2123169298,,10.1259/0007-1285-46-552-1016,WOS:A1973R540700001,0,0
Physics,10053,"chu, s",1997,observation of a single beam gradient force optical trap for dielectric particles,1986,2113372755,,10.1364/OL.11.000288,WOS:A1986C119800008,0,0
Chemistry,20009,"hell, s",2014,breaking the diffraction resolution limit by stimulated emission stimulated emission depletion fluorescence microscopy,1994,2115737236,,10.1364/OL.19.000780, WOS:A1994NN29400005,0,0
Chemistry,20150,"von euler, h",1929,enzymatische spaltung von dipeptiden ii,1926,2325081292,,10.1515/bchm2.1926.157.1-3.122,,1,0
Chemistry,20137,"butenandt, a",1939,"uber androsteron iii isolierung eines neuen physiologisch unwirksamen sterinderivates aus mannerharn seine verknupfung mit dehydro androsteron und--Androsterone. III. Isolation of a new, physiological ineffective sterine derivative from male urine, its combination with dehydro-androsterone and androsterone: An article on the constitution of androsterone. androsteron ein beitrag zur konstitution des androsterons",1934,2324702483,,10.1515/bchm2.1934.229.4-6.192, WOS:000200995600020,0,0
